RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure,RANK THIS WEEK
63,T71,Brendan Steele,28,302.5,16939,56,2011,avg_driv_dist,NA
T64,T71,Sangmoon Bae,14,302.3,8465,28,2011,avg_driv_dist,NA
T64,T71,Will Gordon,12,302.3,7255,24,2011,avg_driv_dist,NA
T64,T71,Smylie Kaufman,6,302.3,3627,12,2011,avg_driv_dist,NA
T67,T58,Carlos Ortiz,30,302.2,18131,60,2011,avg_driv_dist,NA
T67,66,Rafael Campos,29,302.2,17527,58,2011,avg_driv_dist,NA
69,T64,Charles Howell III,33,302.1,12689,42,2011,avg_driv_dist,NA
70,75,John Oda,8,302,4832,16,2011,avg_driv_dist,NA
71,T76,Keegan Bradley,24,301.7,9655,32,2011,avg_driv_dist,NA
72,78,Jonathan Byrd,14,301.6,8444,28,2011,avg_driv_dist,NA
T73,T96,Nick Watney,22,301.4,13260,44,2011,avg_driv_dist,NA
T73,T83,Michael Gligic,26,301.4,15672,52,2011,avg_driv_dist,NA
T73,T60,Vince Covello,19,301.4,11455,38,2011,avg_driv_dist,NA
T73,T79,Shawn Stefani,22,301.4,13260,44,2011,avg_driv_dist,NA
T77,81,Cameron Smith,22,301.3,8436,28,2011,avg_driv_dist,NA
T77,T76,Doc Redman,34,301.3,20485,68,2011,avg_driv_dist,NA
79,82,Harry Higgs,33,301.2,19880,66,2011,avg_driv_dist,NA
T80,T83,Derek Ernst,10,301,6020,20,2011,avg_driv_dist,NA
T80,T83,Jason Day,10,301,1204,4,2011,avg_driv_dist,NA
T80,89,Luke List,27,301,13844,46,2011,avg_driv_dist,NA
T83,55,Josh Teater,16,300.9,9630,32,2011,avg_driv_dist,NA
T83,T86,Seamus Power,14,300.9,8425,28,2011,avg_driv_dist,NA
T83,T86,Davis Riley,8,300.9,4815,16,2011,avg_driv_dist,NA
86,88,Patrick Cantlay,12,300.8,7220,24,2011,avg_driv_dist,NA
87,67,Charley Hoffman,22,300.5,10819,36,2011,avg_driv_dist,NA
88,70,Robby Shelton,31,300.4,18627,62,2011,avg_driv_dist,NA
89,T91,Maverick McNealy,32,300.3,19219,64,2011,avg_driv_dist,NA
T90,95,Marc Leishman,17,300.2,5403,18,2011,avg_driv_dist,NA
T90,T91,Rhein Gibson,31,300.2,18614,62,2011,avg_driv_dist,NA
T92,T96,Jimmy Walker,11,300,6599,22,2011,avg_driv_dist,NA
T92,T112,Sepp Straka,26,300,15598,52,2011,avg_driv_dist,NA
T94,T106,Martin Trainer,19,299.9,11397,38,2011,avg_driv_dist,NA
T94,T79,Joseph Bramlett,23,299.9,13796,46,2011,avg_driv_dist,NA
T94,T42,Ryan Moore,18,299.9,5998,20,2011,avg_driv_dist,NA
T94,99,Gary Woodland,16,299.9,4798,16,2011,avg_driv_dist,NA
98,68,Lucas Glover,23,299.7,6593,22,2011,avg_driv_dist,NA
99,T96,Si Woo Kim,25,299.5,10182,34,2011,avg_driv_dist,NA
100,104,Joel Dahmen,28,299.4,11976,40,2011,avg_driv_dist,NA
T101,105,Mackenzie Hughes,21,299.2,12565,42,2011,avg_driv_dist,NA
T101,T100,Denny McCarthy,32,299.2,19149,64,2011,avg_driv_dist,NA
103,90,Vincent Whaley,18,299,10763,36,2011,avg_driv_dist,NA
104,T100,Hank Lebioda,28,298.8,16731,56,2011,avg_driv_dist,NA
105,T93,Scott Piercy,30,298.7,13143,44,2011,avg_driv_dist,NA
T106,T109,Kyoung-Hoon Lee,28,298.4,14323,48,2011,avg_driv_dist,NA
T106,103,Chesson Hadley,24,298.4,11936,40,2011,avg_driv_dist,NA
108,T106,Alex Noren,16,298.3,9545,32,2011,avg_driv_dist,NA
109,T106,Nick Taylor,27,298.1,16095,54,2011,avg_driv_dist,NA
T110,T112,Emiliano Grillo,24,297.8,9531,32,2011,avg_driv_dist,NA
T110,T112,Roberto Díaz,6,297.8,3573,12,2011,avg_driv_dist,NA
112,111,Stewart Cink,15,297.6,8929,30,2011,avg_driv_dist,NA
113,T119,Abraham Ancer,28,297.5,9519,32,2011,avg_driv_dist,NA
114,T115,Jamie Lovemark,10,297.4,5947,20,2011,avg_driv_dist,NA
115,118,Hideki Matsuyama,22,297.2,5943,20,2011,avg_driv_dist,NA
T116,T121,Xinjun Zhang,33,297.1,17230,58,2011,avg_driv_dist,NA
T116,127,Doug Ghim,19,297.1,11290,38,2011,avg_driv_dist,NA
T118,T123,J.J. Spaun,27,297,16036,54,2011,avg_driv_dist,NA
T118,T115,Anirban Lahiri,22,297,13070,44,2011,avg_driv_dist,NA
120,T109,John Senden,13,296.8,7716,26,2011,avg_driv_dist,NA
121,125,Adam Hadwin,20,296.7,7120,24,2011,avg_driv_dist,NA
T122,102,Matt Every,18,296.1,10659,36,2011,avg_driv_dist,NA
T122,128,Talor Gooch,30,296.1,17765,60,2011,avg_driv_dist,NA
124,T119,Kramer Hickok,27,295.9,15976,54,2011,avg_driv_dist,NA
T125,T123,Bud Cauley,20,295.8,11830,40,2011,avg_driv_dist,NA
T125,T121,Francesco Molinari,11,295.8,4141,14,2011,avg_driv_dist,NA
T127,131,Bo Hoag,36,295.7,21289,72,2011,avg_driv_dist,NA
T127,130,Austin Cook,23,295.7,13600,46,2011,avg_driv_dist,NA
T127,T132,Chase Seiffert,30,295.7,17739,60,2011,avg_driv_dist,NA
T130,T132,Pat Perez,22,295.4,8270,28,2011,avg_driv_dist,NA
T130,126,Bronson Burgoon,28,295.4,16542,56,2011,avg_driv_dist,NA
T132,134,Mark Anderson,22,295.2,12988,44,2011,avg_driv_dist,NA
T132,129,Henrik Norlander,32,295.2,18895,64,2011,avg_driv_dist,NA
134,140,Ben Taylor,27,294.6,15906,54,2011,avg_driv_dist,NA
T135,138,Michael Gellerman,23,294.5,13546,46,2011,avg_driv_dist,NA
T135,T135,Keith Mitchell,22,294.5,8247,28,2011,avg_driv_dist,NA
T135,T135,John Merrick,10,294.5,5890,20,2011,avg_driv_dist,NA
T138,145,Russell Knox,30,294.3,17657,60,2011,avg_driv_dist,NA
T138,139,Rikuya Hoshino,8,294.3,2354,8,2011,avg_driv_dist,NA
140,117,Jason Dufner,18,294,10583,36,2011,avg_driv_dist,NA
T141,T143,Freddie Jacobson,6,293.9,3527,12,2011,avg_driv_dist,NA
T141,T135,Robert Streb,29,293.9,17049,58,2011,avg_driv_dist,NA
T143,T146,Morgan Hoffmann,10,293.7,5874,20,2011,avg_driv_dist,NA
T143,141,Brian Harman,30,293.7,17621,60,2011,avg_driv_dist,NA
145,T148,George McNeill,15,293.6,8809,30,2011,avg_driv_dist,NA
146,150,Ryan Palmer,20,293.5,7045,24,2011,avg_driv_dist,NA
T147,142,Bill Haas,19,293.4,11148,38,2011,avg_driv_dist,NA
T147,T151,Boo Weekley,14,293.4,8215,28,2011,avg_driv_dist,NA
149,T143,Mark Hubbard,36,293.2,21107,72,2011,avg_driv_dist,NA
150,T148,Brice Garnett,25,293,14650,50,2011,avg_driv_dist,NA
T151,T151,Scott Brown,27,292.9,15818,54,2011,avg_driv_dist,NA
T151,T146,"Ted Potter, Jr.",17,292.9,9957,34,2011,avg_driv_dist,NA
T151,161,Wes Roach,24,292.9,14057,48,2011,avg_driv_dist,NA
154,T165,Matthew NeSmith,28,292.8,16399,56,2011,avg_driv_dist,NA
T155,T158,Brandt Snedeker,16,292.7,9366,32,2011,avg_driv_dist,NA
T155,T155,Bo Van Pelt,17,292.7,9952,34,2011,avg_driv_dist,NA
157,160,Daniel Chopra,8,292.6,4682,16,2011,avg_driv_dist,NA
T158,T155,Roger Sloan,21,292.5,12285,42,2011,avg_driv_dist,NA
T158,T155,Patton Kizzire,25,292.5,14623,50,2011,avg_driv_dist,NA
160,233,Paul Casey,16,292.3,4677,16,2011,avg_driv_dist,NA
161,162,Justin Thomas,18,292.2,5844,20,2011,avg_driv_dist,NA
162,T151,Brian Gay,31,291.7,18088,62,2011,avg_driv_dist,NA
163,T165,James Hahn,19,291.6,11079,38,2011,avg_driv_dist,NA
T164,T165,Robert Allenby,6,291.3,3496,12,2011,avg_driv_dist,NA
T164,T165,Joaquin Niemann,28,291.3,11651,40,2011,avg_driv_dist,NA
166,154,John Huh,16,291.1,9314,32,2011,avg_driv_dist,NA
167,163,Fabián Gómez,30,291,17461,60,2011,avg_driv_dist,NA
T168,164,Chris Baker,23,290.9,13380,46,2011,avg_driv_dist,NA
T168,170,Collin Morikawa,24,290.9,9308,32,2011,avg_driv_dist,NA
170,171,Webb Simpson,12,290.8,6978,24,2011,avg_driv_dist,NA
171,T165,Andrew Landry,22,290.3,12773,44,2011,avg_driv_dist,NA
172,173,Davis Love III,6,289.8,3478,12,2011,avg_driv_dist,NA
T173,T175,Arjun Atwal,12,289.6,6950,24,2011,avg_driv_dist,NA
T173,T175,J.J. Henry,12,289.6,6950,24,2011,avg_driv_dist,NA
T175,T177,Alex Cejka,15,289.5,8684,30,2011,avg_driv_dist,NA
T175,174,Michael Thompson,21,289.5,12157,42,2011,avg_driv_dist,NA
T175,T184,J.T. Poston,32,289.5,13897,48,2011,avg_driv_dist,NA
178,179,Chad Campbell,10,289.4,5787,20,2011,avg_driv_dist,NA
179,172,Russell Henley,25,289.2,14458,50,2011,avg_driv_dist,NA
180,T180,Whee Kim,6,289,1156,4,2011,avg_driv_dist,NA
181,T158,Andrew Putnam,24,288.9,6934,24,2011,avg_driv_dist,NA
182,T177,Troy Merritt,24,288.8,9241,32,2011,avg_driv_dist,NA
T183,182,Roberto Castro,16,288.7,9237,32,2011,avg_driv_dist,NA
T183,192,Hudson Swafford,13,288.7,7506,26,2011,avg_driv_dist,NA
185,T180,Tom Hoge,24,288.6,13855,48,2011,avg_driv_dist,NA
186,183,Corey Conners,26,288.3,8073,28,2011,avg_driv_dist,NA
187,211,Max Homa,22,288.2,8069,28,2011,avg_driv_dist,NA
188,186,Brandon Wu,8,288.1,4609,16,2011,avg_driv_dist,NA
T189,189,Adam Long,37,287.9,16701,58,2011,avg_driv_dist,NA
T189,T187,C.T. Pan,16,287.9,4607,16,2011,avg_driv_dist,NA
T189,T184,Tim Wilkinson,20,287.9,11516,40,2011,avg_driv_dist,NA
192,190,Jim Furyk,12,287.5,6900,24,2011,avg_driv_dist,NA
193,191,Dylan Frittelli,32,287.4,13796,48,2011,avg_driv_dist,NA
T194,T187,Chris Stroud,19,287.3,10919,38,2011,avg_driv_dist,NA
T194,NA,Rickie Fowler,8,287.3,4597,16,2011,avg_driv_dist,NA
196,198,Billy Horschel,21,287.1,5168,18,2011,avg_driv_dist,NA
197,193,Peter Malnati,27,286.9,15494,54,2011,avg_driv_dist,NA
198,194,Aaron Baddeley,19,286.7,10893,38,2011,avg_driv_dist,NA
199,T195,Chris Kirk,8,286.6,4586,16,2011,avg_driv_dist,NA
200,T195,Rob Oppenheim,33,286.5,18908,66,2011,avg_driv_dist,NA
201,197,Parker McLachlin,10,286.4,5727,20,2011,avg_driv_dist,NA
202,200,Henrik Stenson,6,285.8,1143,4,2011,avg_driv_dist,NA
203,201,Kevin Na,26,285.5,10277,36,2011,avg_driv_dist,NA
204,199,Nate Lashley,24,285.3,10841,38,2011,avg_driv_dist,NA
205,202,Brendon de Jonge,6,285.1,3421,12,2011,avg_driv_dist,NA
206,T203,David Hearn,32,284.9,18234,64,2011,avg_driv_dist,NA
T207,T205,Johnson Wagner,12,284.8,6835,24,2011,avg_driv_dist,NA
T207,T203,Ben Crane,17,284.8,9682,34,2011,avg_driv_dist,NA
T209,T207,John Rollins,8,284.7,4555,16,2011,avg_driv_dist,NA
T209,T207,Tommy Gainey,10,284.7,5694,20,2011,avg_driv_dist,NA
211,210,Michael Kim,14,284.6,5691,20,2011,avg_driv_dist,NA
212,T205,Vaughn Taylor,30,284.4,12513,44,2011,avg_driv_dist,NA
213,213,Kyle Stanley,23,284.3,13080,46,2011,avg_driv_dist,NA
214,215,Ricky Barnes,23,284.2,13075,46,2011,avg_driv_dist,NA
215,T207,Brian Stuard,38,284.1,19319,68,2011,avg_driv_dist,NA
216,212,Zach Johnson,23,283.4,13036,46,2011,avg_driv_dist,NA
T217,214,Ryan Armour,27,283.2,15295,54,2011,avg_driv_dist,NA
T217,216,Kevin Stadler,13,283.2,7364,26,2011,avg_driv_dist,NA
219,220,Rory Sabbatini,26,282.3,10164,36,2011,avg_driv_dist,NA
220,218,Tim Herron,10,282,5640,20,2011,avg_driv_dist,NA
T221,219,Jim Herman,24,281.9,13533,48,2011,avg_driv_dist,NA
T221,217,Tyler Duncan,32,281.9,18039,64,2011,avg_driv_dist,NA
223,224,Ben Martin,18,281.1,10121,36,2011,avg_driv_dist,NA
224,221,J.B. Holmes,8,280.6,3367,12,2011,avg_driv_dist,NA
225,T222,Zac Blair,32,279.8,17910,64,2011,avg_driv_dist,NA
226,T222,D.A. Points,8,279.6,4473,16,2011,avg_driv_dist,NA
227,229,Kevin Kisner,25,279.1,9491,34,2011,avg_driv_dist,NA
T228,225,Brendon Todd,36,278.4,20044,72,2011,avg_driv_dist,NA
T228,227,Chez Reavie,31,278.4,10580,38,2011,avg_driv_dist,NA
230,226,David Lingmerth,12,277.7,6664,24,2011,avg_driv_dist,NA
231,228,Xander Schauffele,12,277.1,2217,8,2011,avg_driv_dist,NA
232,230,Luke Donald,8,276.5,4424,16,2011,avg_driv_dist,NA
233,231,K.J. Choi,8,275.8,2206,8,2011,avg_driv_dist,NA
234,232,Satoshi Kodaira,20,275.7,8822,32,2011,avg_driv_dist,NA
235,234,Shugo Imahira,6,274.3,1097,4,2011,avg_driv_dist,NA
236,235,Graeme McDowell,17,273.1,6555,24,2011,avg_driv_dist,NA
237,236,Mikumu Horikawa,12,271.6,2173,8,2011,avg_driv_dist,NA
238,237,Matt Kuchar,12,269.8,6474,24,2011,avg_driv_dist,NA
239,238,Patrick Reed,14,269.3,3231,12,2011,avg_driv_dist,NA
1,1,Bubba Watson,14,323.7,3884,12,2012,avg_driv_dist,NA
2,5,Cameron Champ,26,322.3,16758,52,2012,avg_driv_dist,NA
3,3,Kurt Kitayama,6,322,1288,4,2012,avg_driv_dist,NA
4,4,Grayson Murray,15,321.3,9640,30,2012,avg_driv_dist,NA
5,9,Tom Lewis,6,317.2,3806,12,2012,avg_driv_dist,NA
6,11,Ryan Brehm,30,316.9,19011,60,2012,avg_driv_dist,NA
7,10,Akshay Bhatia,11,316.1,6955,22,2012,avg_driv_dist,NA
8,2,Jason Kokrak,17,314.9,5668,18,2012,avg_driv_dist,NA
9,8,Danny Lee,25,314.8,10704,34,2012,avg_driv_dist,NA
10,7,Byeong Hun An,27,314.5,9434,30,2012,avg_driv_dist,NA
11,12,Tyler McCumber,29,314.3,18230,58,2012,avg_driv_dist,NA
12,6,Tony Finau,18,314.2,6284,20,2012,avg_driv_dist,NA
13,15,Bryson DeChambeau,10,313.6,6272,20,2012,avg_driv_dist,NA
14,13,Isaiah Salinda,11,313.1,6888,22,2012,avg_driv_dist,NA
15,16,Scottie Scheffler,32,312.8,20021,64,2012,avg_driv_dist,NA
16,18,Viktor Hovland,14,312.2,3746,12,2012,avg_driv_dist,NA
17,19,Andrew Novak,6,311.9,3743,12,2012,avg_driv_dist,NA
T18,20,Harold Varner III,27,311.5,11837,38,2012,avg_driv_dist,NA
T18,14,Lucas Bjerregaard,9,311.5,5607,18,2012,avg_driv_dist,NA
20,21,Sam Burns,16,310.7,9941,32,2012,avg_driv_dist,NA
21,22,Branden Grace,10,310.6,3727,12,2012,avg_driv_dist,NA
T22,T38,Brandon Hagy,19,310.5,11798,38,2012,avg_driv_dist,NA
T22,T29,Cameron Davis,22,310.5,13661,44,2012,avg_driv_dist,NA
T24,17,Zack Sucher,17,310.1,10543,34,2012,avg_driv_dist,NA
T24,27,Jhonattan Vegas,18,310.1,8682,28,2012,avg_driv_dist,NA
26,23,Patrick Rodgers,34,310,21079,68,2012,avg_driv_dist,NA
27,25,Kevin Tway,20,309.4,4951,16,2012,avg_driv_dist,NA
28,26,Rod Pampling,8,309.1,4946,16,2012,avg_driv_dist,NA
29,24,Beau Hossler,27,308.7,16670,54,2012,avg_driv_dist,NA
30,T34,Sebastian Cappelen,28,308.1,17252,56,2012,avg_driv_dist,NA
31,36,Phil Mickelson,17,307.9,5542,18,2012,avg_driv_dist,NA
32,T29,Wyndham Clark,19,307.5,6764,22,2012,avg_driv_dist,NA
33,T31,Adam Schenk,30,307.1,13511,44,2012,avg_driv_dist,NA
T34,T38,Chase Koepka,8,307,2456,8,2012,avg_driv_dist,NA
T34,37,Scott Harrington,33,307,20260,66,2012,avg_driv_dist,NA
T36,40,Graham DeLaet,14,306.5,8581,28,2012,avg_driv_dist,NA
T36,T31,Harris English,26,306.5,15937,52,2012,avg_driv_dist,NA
T38,T34,Dominic Bozzelli,23,306.2,14086,46,2012,avg_driv_dist,NA
T38,T42,Peter Uihlein,20,306.2,12247,40,2012,avg_driv_dist,NA
T40,44,Lanto Griffin,38,306.1,23266,76,2012,avg_driv_dist,NA
T40,T93,Matthew Wolff,20,306.1,7346,24,2012,avg_driv_dist,NA
42,33,Martin Laird,23,306,14075,46,2012,avg_driv_dist,NA
43,41,Kevin Chappell,19,305.8,11621,38,2012,avg_driv_dist,NA
44,46,Kristoffer Ventura,25,305.2,15259,50,2012,avg_driv_dist,NA
45,28,Richy Werenski,13,305,7931,26,2012,avg_driv_dist,NA
46,T47,Adam Scott,16,304.8,4876,16,2012,avg_driv_dist,NA
T47,45,D.J. Trahan,26,304.7,15843,52,2012,avg_driv_dist,NA
T47,T47,Scott Stallings,28,304.7,17061,56,2012,avg_driv_dist,NA
49,T50,Matt Jones,26,304.5,13396,44,2012,avg_driv_dist,NA
50,49,Sungjae Im,32,304.2,12168,40,2012,avg_driv_dist,NA
51,T50,Aaron Wise,19,304.1,11557,38,2012,avg_driv_dist,NA
52,57,Robert Garrigus,14,303.8,8505,28,2012,avg_driv_dist,NA
T53,62,Sung Kang,24,303.5,9711,32,2012,avg_driv_dist,NA
T53,T53,Sam Ryder,32,303.5,19427,64,2012,avg_driv_dist,NA
55,56,Cameron Tringale,28,303.4,16990,56,2012,avg_driv_dist,NA
56,T60,Daniel Berger,22,303.3,10920,36,2012,avg_driv_dist,NA
T57,T53,Nelson Ledesma,25,303.2,15160,50,2012,avg_driv_dist,NA
T57,63,Chandler Phillips,6,303.2,3638,12,2012,avg_driv_dist,NA
59,T64,Chip McDaniel,6,303.1,3637,12,2012,avg_driv_dist,NA
60,69,Sebastián Muñoz,34,303,20602,68,2012,avg_driv_dist,NA
61,T50,Cameron Percy,25,302.8,15142,50,2012,avg_driv_dist,NA
62,T58,Kevin Streelman,25,302.7,10292,34,2012,avg_driv_dist,NA
63,T71,Brendan Steele,28,302.5,16939,56,2012,avg_driv_dist,NA
T64,T71,Sangmoon Bae,14,302.3,8465,28,2012,avg_driv_dist,NA
T64,T71,Will Gordon,12,302.3,7255,24,2012,avg_driv_dist,NA
T64,T71,Smylie Kaufman,6,302.3,3627,12,2012,avg_driv_dist,NA
T67,T58,Carlos Ortiz,30,302.2,18131,60,2012,avg_driv_dist,NA
T67,66,Rafael Campos,29,302.2,17527,58,2012,avg_driv_dist,NA
69,T64,Charles Howell III,33,302.1,12689,42,2012,avg_driv_dist,NA
70,75,John Oda,8,302,4832,16,2012,avg_driv_dist,NA
71,T76,Keegan Bradley,24,301.7,9655,32,2012,avg_driv_dist,NA
72,78,Jonathan Byrd,14,301.6,8444,28,2012,avg_driv_dist,NA
T73,T96,Nick Watney,22,301.4,13260,44,2012,avg_driv_dist,NA
T73,T83,Michael Gligic,26,301.4,15672,52,2012,avg_driv_dist,NA
T73,T60,Vince Covello,19,301.4,11455,38,2012,avg_driv_dist,NA
T73,T79,Shawn Stefani,22,301.4,13260,44,2012,avg_driv_dist,NA
T77,81,Cameron Smith,22,301.3,8436,28,2012,avg_driv_dist,NA
T77,T76,Doc Redman,34,301.3,20485,68,2012,avg_driv_dist,NA
79,82,Harry Higgs,33,301.2,19880,66,2012,avg_driv_dist,NA
T80,T83,Derek Ernst,10,301,6020,20,2012,avg_driv_dist,NA
T80,T83,Jason Day,10,301,1204,4,2012,avg_driv_dist,NA
T80,89,Luke List,27,301,13844,46,2012,avg_driv_dist,NA
T83,55,Josh Teater,16,300.9,9630,32,2012,avg_driv_dist,NA
T83,T86,Seamus Power,14,300.9,8425,28,2012,avg_driv_dist,NA
T83,T86,Davis Riley,8,300.9,4815,16,2012,avg_driv_dist,NA
86,88,Patrick Cantlay,12,300.8,7220,24,2012,avg_driv_dist,NA
87,67,Charley Hoffman,22,300.5,10819,36,2012,avg_driv_dist,NA
88,70,Robby Shelton,31,300.4,18627,62,2012,avg_driv_dist,NA
89,T91,Maverick McNealy,32,300.3,19219,64,2012,avg_driv_dist,NA
T90,95,Marc Leishman,17,300.2,5403,18,2012,avg_driv_dist,NA
T90,T91,Rhein Gibson,31,300.2,18614,62,2012,avg_driv_dist,NA
T92,T96,Jimmy Walker,11,300,6599,22,2012,avg_driv_dist,NA
T92,T112,Sepp Straka,26,300,15598,52,2012,avg_driv_dist,NA
T94,T106,Martin Trainer,19,299.9,11397,38,2012,avg_driv_dist,NA
T94,T79,Joseph Bramlett,23,299.9,13796,46,2012,avg_driv_dist,NA
T94,T42,Ryan Moore,18,299.9,5998,20,2012,avg_driv_dist,NA
T94,99,Gary Woodland,16,299.9,4798,16,2012,avg_driv_dist,NA
98,68,Lucas Glover,23,299.7,6593,22,2012,avg_driv_dist,NA
99,T96,Si Woo Kim,25,299.5,10182,34,2012,avg_driv_dist,NA
100,104,Joel Dahmen,28,299.4,11976,40,2012,avg_driv_dist,NA
T101,105,Mackenzie Hughes,21,299.2,12565,42,2012,avg_driv_dist,NA
T101,T100,Denny McCarthy,32,299.2,19149,64,2012,avg_driv_dist,NA
103,90,Vincent Whaley,18,299,10763,36,2012,avg_driv_dist,NA
104,T100,Hank Lebioda,28,298.8,16731,56,2012,avg_driv_dist,NA
105,T93,Scott Piercy,30,298.7,13143,44,2012,avg_driv_dist,NA
T106,T109,Kyoung-Hoon Lee,28,298.4,14323,48,2012,avg_driv_dist,NA
T106,103,Chesson Hadley,24,298.4,11936,40,2012,avg_driv_dist,NA
108,T106,Alex Noren,16,298.3,9545,32,2012,avg_driv_dist,NA
109,T106,Nick Taylor,27,298.1,16095,54,2012,avg_driv_dist,NA
T110,T112,Emiliano Grillo,24,297.8,9531,32,2012,avg_driv_dist,NA
T110,T112,Roberto Díaz,6,297.8,3573,12,2012,avg_driv_dist,NA
112,111,Stewart Cink,15,297.6,8929,30,2012,avg_driv_dist,NA
113,T119,Abraham Ancer,28,297.5,9519,32,2012,avg_driv_dist,NA
114,T115,Jamie Lovemark,10,297.4,5947,20,2012,avg_driv_dist,NA
115,118,Hideki Matsuyama,22,297.2,5943,20,2012,avg_driv_dist,NA
T116,T121,Xinjun Zhang,33,297.1,17230,58,2012,avg_driv_dist,NA
T116,127,Doug Ghim,19,297.1,11290,38,2012,avg_driv_dist,NA
T118,T123,J.J. Spaun,27,297,16036,54,2012,avg_driv_dist,NA
T118,T115,Anirban Lahiri,22,297,13070,44,2012,avg_driv_dist,NA
120,T109,John Senden,13,296.8,7716,26,2012,avg_driv_dist,NA
121,125,Adam Hadwin,20,296.7,7120,24,2012,avg_driv_dist,NA
T122,102,Matt Every,18,296.1,10659,36,2012,avg_driv_dist,NA
T122,128,Talor Gooch,30,296.1,17765,60,2012,avg_driv_dist,NA
124,T119,Kramer Hickok,27,295.9,15976,54,2012,avg_driv_dist,NA
T125,T123,Bud Cauley,20,295.8,11830,40,2012,avg_driv_dist,NA
T125,T121,Francesco Molinari,11,295.8,4141,14,2012,avg_driv_dist,NA
T127,131,Bo Hoag,36,295.7,21289,72,2012,avg_driv_dist,NA
T127,130,Austin Cook,23,295.7,13600,46,2012,avg_driv_dist,NA
T127,T132,Chase Seiffert,30,295.7,17739,60,2012,avg_driv_dist,NA
T130,T132,Pat Perez,22,295.4,8270,28,2012,avg_driv_dist,NA
T130,126,Bronson Burgoon,28,295.4,16542,56,2012,avg_driv_dist,NA
T132,134,Mark Anderson,22,295.2,12988,44,2012,avg_driv_dist,NA
T132,129,Henrik Norlander,32,295.2,18895,64,2012,avg_driv_dist,NA
134,140,Ben Taylor,27,294.6,15906,54,2012,avg_driv_dist,NA
T135,138,Michael Gellerman,23,294.5,13546,46,2012,avg_driv_dist,NA
T135,T135,Keith Mitchell,22,294.5,8247,28,2012,avg_driv_dist,NA
T135,T135,John Merrick,10,294.5,5890,20,2012,avg_driv_dist,NA
T138,145,Russell Knox,30,294.3,17657,60,2012,avg_driv_dist,NA
T138,139,Rikuya Hoshino,8,294.3,2354,8,2012,avg_driv_dist,NA
140,117,Jason Dufner,18,294,10583,36,2012,avg_driv_dist,NA
T141,T143,Freddie Jacobson,6,293.9,3527,12,2012,avg_driv_dist,NA
T141,T135,Robert Streb,29,293.9,17049,58,2012,avg_driv_dist,NA
T143,T146,Morgan Hoffmann,10,293.7,5874,20,2012,avg_driv_dist,NA
T143,141,Brian Harman,30,293.7,17621,60,2012,avg_driv_dist,NA
145,T148,George McNeill,15,293.6,8809,30,2012,avg_driv_dist,NA
146,150,Ryan Palmer,20,293.5,7045,24,2012,avg_driv_dist,NA
T147,142,Bill Haas,19,293.4,11148,38,2012,avg_driv_dist,NA
T147,T151,Boo Weekley,14,293.4,8215,28,2012,avg_driv_dist,NA
149,T143,Mark Hubbard,36,293.2,21107,72,2012,avg_driv_dist,NA
150,T148,Brice Garnett,25,293,14650,50,2012,avg_driv_dist,NA
T151,T151,Scott Brown,27,292.9,15818,54,2012,avg_driv_dist,NA
T151,T146,"Ted Potter, Jr.",17,292.9,9957,34,2012,avg_driv_dist,NA
T151,161,Wes Roach,24,292.9,14057,48,2012,avg_driv_dist,NA
154,T165,Matthew NeSmith,28,292.8,16399,56,2012,avg_driv_dist,NA
T155,T158,Brandt Snedeker,16,292.7,9366,32,2012,avg_driv_dist,NA
T155,T155,Bo Van Pelt,17,292.7,9952,34,2012,avg_driv_dist,NA
157,160,Daniel Chopra,8,292.6,4682,16,2012,avg_driv_dist,NA
T158,T155,Roger Sloan,21,292.5,12285,42,2012,avg_driv_dist,NA
T158,T155,Patton Kizzire,25,292.5,14623,50,2012,avg_driv_dist,NA
160,233,Paul Casey,16,292.3,4677,16,2012,avg_driv_dist,NA
161,162,Justin Thomas,18,292.2,5844,20,2012,avg_driv_dist,NA
162,T151,Brian Gay,31,291.7,18088,62,2012,avg_driv_dist,NA
163,T165,James Hahn,19,291.6,11079,38,2012,avg_driv_dist,NA
T164,T165,Robert Allenby,6,291.3,3496,12,2012,avg_driv_dist,NA
T164,T165,Joaquin Niemann,28,291.3,11651,40,2012,avg_driv_dist,NA
166,154,John Huh,16,291.1,9314,32,2012,avg_driv_dist,NA
167,163,Fabián Gómez,30,291,17461,60,2012,avg_driv_dist,NA
T168,164,Chris Baker,23,290.9,13380,46,2012,avg_driv_dist,NA
T168,170,Collin Morikawa,24,290.9,9308,32,2012,avg_driv_dist,NA
170,171,Webb Simpson,12,290.8,6978,24,2012,avg_driv_dist,NA
171,T165,Andrew Landry,22,290.3,12773,44,2012,avg_driv_dist,NA
172,173,Davis Love III,6,289.8,3478,12,2012,avg_driv_dist,NA
T173,T175,Arjun Atwal,12,289.6,6950,24,2012,avg_driv_dist,NA
T173,T175,J.J. Henry,12,289.6,6950,24,2012,avg_driv_dist,NA
T175,T177,Alex Cejka,15,289.5,8684,30,2012,avg_driv_dist,NA
T175,174,Michael Thompson,21,289.5,12157,42,2012,avg_driv_dist,NA
T175,T184,J.T. Poston,32,289.5,13897,48,2012,avg_driv_dist,NA
